borough,building_addr,building_class,closest_fire_station,closest_police_station,commerical_units,lot_size,neighborhood,residential_units,school_district,year_built,zipcode
Queens,13045 217th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.69 Miles  ,1.37 Miles  ,,"3,400",Laurelton,,29,1935,11413
Queens,19408 119th Ave,Two Family Converted from One Family (B3),0.20 Miles  ,1.23 Miles  ,,"4,000",Saint Albans,,29,1930,11412
Queens,15508 116th Dr,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.67 Miles  ,0.63 Miles  ,,"1,950",Jamaica,,27,1925,11434
Queens,441 Beach 46 St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.62 Miles  ,1.50 Miles  ,,"2,378",Far Rockaway,,27,2004,11691
Queens,11033 A 159th St,One Story - Permanent Living Quarter (A2),0.51 Miles  ,1.07 Miles  ,,"2,000",Jamaica,,28,1950,11433
Queens,4618-4622 161st St #P8,Indoor Parking (RG),,,,,East Flushing,,1,,11358
Queens,17815 146th Dr,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.40 Miles  ,1.25 Miles  ,,"6,200",Springfield Gardens,,29,1945,11434
Queens,3351 13th St,Two Family Brick (B1),0.37 Miles  ,0.98 Miles  ,,"1,256",LIC,,30,1996,11106
Queens,17752 Ursina Rd,One Family Attached or Semi-Detached (A5),0.84 Miles  ,0.56 Miles  ,,"2,000",Springfield Gardens,,28,1935,11434
Queens,4861 A 58th St,Three Families (C0),,,,"1,716",Woodside,,30,2001,11377
Queens,5155 47th St,Two Family Brick (B1),0.72 Miles  ,1.33 Miles  ,,"1,900",Sunnyside,,24,1930,11377
Queens,2327 24th St,One Family Attached or Semi-Detached (A5),0.44 Miles  ,0.50 Miles  ,,"2,000",Ditmars - Steinway,,30,1920,11105
Queens,1720 A George St,One Family Attached or Semi-Detached (A5),0.67 Miles  ,0.58 Miles  ,,"1,766",Ridgewood,,24,1920,11385
Queens,10318 35th Ave,Two Family Brick (B1),0.57 Miles  ,0.58 Miles  ,,"2,500",Corona,,24,1920,11368
Queens,14311 232nd St,One Family Attached or Semi-Detached (A5),0.16 Miles  ,0.03 Miles  ,,"2,000",Brookville,,29,1940,11413
Queens,25317 Francis Lewis Blvd,Two Family Converted from One Family (B3),0.56 Miles  ,0.76 Miles  ,,"5,000",Rosedale,,29,1920,11422
Queens,14515 220th St,Two Family Frame (B2),0.08 Miles  ,1.38 Miles  ,,"3,580",Brookville,,29,2004,11413
Queens,13915 83rd Ave,Elevator Apartments Cooperatives Building (Other than Condominiums) (XD4),0.71 Miles  ,1.41 Miles  ,,"65,740",Briarwood,,28,1958,11435
Queens,12007 224th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.90 Miles  ,0.11 Miles  ,,"4,000",Cambria Heights,,29,1930,11411
Queens,11559 157th St,Two Family Converted from One Family (B3),0.60 Miles  ,0.69 Miles  ,,"3,000",Jamaica,,28,1920,11434
Queens,13158 226th St,One Family Attached or Semi-Detached (A5),1.03 Miles  ,1.68 Miles  ,,"2,042",Laurelton,,29,1935,11413
Queens,14038 Bascom Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.20 Miles  ,1.24 Miles  ,,"4,298",South Ozone Park,,27,1920,11436
Queens,13555 233rd St,Two Family Converted from One Family (B3),0.52 Miles  ,0.09 Miles  ,,"3,142",Laurelton,,29,1930,11422
Queens,219 Beach 97 St,Two Family Frame (B2),1.02 Miles  ,0.15 Miles  ,,"2,150",Seaside,,27,2002,11693
Queens,14115 254th St,Two Family Converted from One Family (B3),0.55 Miles  ,0.76 Miles  ,,"5,000",Rosedale,,29,1930,11422
Queens,209 B Beach 100 St,Summer Cottage (A6),0.89 Miles  ,0.30 Miles  ,,982,Seaside,,27,1920,11694
Queens,209 C Beach 100 St,Summer Cottage (A6),0.89 Miles  ,0.30 Miles  ,,"1,034",Seaside,,27,1920,11694
Queens,15946 81st St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",1.16 Miles  ,1.86 Miles  ,,"3,815",Rockwood Park,,27,1965,11414
Bronx,666 Shore Dr,Zoned Commercial or Manhattan Residential (V1),0.50 Miles  ,0.74 Miles  ,,"11,648",Throggs Neck,,8,,10465
Queens,31-45 Crescent St,Over Six Families without Stores (C1),0.22 Miles  ,0.65 Miles  ,,"18,243",South Astoria,,30,1931,11106
Queens,24911 148th Rd,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.64 Miles  ,0.68 Miles  ,,"2,600",Rosedale,,29,1960,11422
Queens,17753 Ursina Rd,One Family Attached or Semi-Detached (A5),0.84 Miles  ,0.55 Miles  ,,"1,762",Springfield Gardens,,28,1935,11434
Queens,23531 Westmoreland Pl,Large Suburban Residence (A3),0.89 Miles  ,1.34 Miles  ,,"9,160",Douglaston,,26,1920,11363
Queens,10022 35th Ave,Two Family Converted from One Family (B3),0.53 Miles  ,0.47 Miles  ,,"2,008",Corona,,24,1920,11368
Queens,3288 32nd St,Three Families (C0),0.55 Miles  ,0.47 Miles  ,,"2,197",South Astoria,,30,1930,11106
Queens,3282 32nd St,Three Families (C0),0.54 Miles  ,0.48 Miles  ,,"3,079",South Astoria,,30,1930,11106
Queens,723 Almont Rd,One Story - Permanent Living Quarter (A2),0.64 Miles  ,0.38 Miles  ,,"5,411",Far Rockaway,,27,1960,11691
Queens,16806 144th Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.70 Miles  ,0.74 Miles  ,,"1,900",Rochdale,,28,1925,11434
Queens,12622 Old South Rd,Two Family Brick (B1),1.19 Miles  ,1.83 Miles  ,,"4,440",South Ozone Park,,27,1950,11420
Queens,14606 Rockaway Beach Blvd,One Story - Permanent Living Quarter (A2),1.40 Miles  ,0.72 Miles  ,,"9,932",Neponsit,,27,1950,11694
Queens,17016 Foch Blvd,One Family Attached or Semi-Detached (A5),0.54 Miles  ,0.41 Miles  ,,"3,045",Jamaica,,28,1950,11434
Queens,519 127th St,Cape Cod (A0),0.60 Miles  ,0.24 Miles  ,,"5,000",College Point,,25,1940,11356
Queens,13511 242nd St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.62 Miles  ,0.39 Miles  ,,"3,325",Rosedale,,29,1925,11422
Brooklyn,211 Elton St,Auto Body/Collision or Auto Repair (G2),0.46 Miles  ,0.52 Miles  ,,"1,458",East New York,,19,1930,11208
Queens,34-36 107th St,Two Family Frame (B2),0.62 Miles  ,0.71 Miles  ,,"2,375",Corona,,24,1925,11368
Queens,24115 147th Ave,Two Family Frame (B2),0.44 Miles  ,0.38 Miles  ,,"7,425",Rosedale,,29,1950,11422
Queens,13859 231st St,Two Family Converted from One Family (B3),0.31 Miles  ,1.86 Miles  ,,"3,217",Laurelton,,29,1930,11413
Queens,10515 34th Ave,Two Family Converted from One Family (B3),0.52 Miles  ,0.65 Miles  ,,"2,000",Corona,,24,1930,11368
Queens,14045 160th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.85 Miles  ,0.74 Miles  ,,"3,900",Rochdale,,29,1935,11434
Queens,11928 179th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.66 Miles  ,0.70 Miles  ,,"2,700",Saint Albans,,29,1925,11434
Queens,12040 164th St,Two Family Frame (B2),0.89 Miles  ,0.15 Miles  ,,"4,000",Jamaica,,28,2001,11434
Queens,22012 145th Rd,Two Family Converted from One Family (B3),0.07 Miles  ,1.42 Miles  ,,"3,425",Brookville,,29,1930,11413
Queens,22424 144th Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.33 Miles  ,1.54 Miles  ,,"3,000",Brookville,,29,1930,11413
Queens,14426 228th St,Two Family Converted from One Family (B3),0.44 Miles  ,1.68 Miles  ,,"4,000",Brookville,,29,1960,11413
Queens,10763 77th St,Two Family Frame (B2),0.48 Miles  ,1.12 Miles  ,,"2,880",Ozone Park,,27,2001,11417
Queens,336 Beach 47 St,Summer Cottage (A6),0.56 Miles  ,1.56 Miles  ,,"1,902",Far Rockaway,,27,1920,11691
Queens,7908 Grand Ave,Two Family Brick (B1),0.46 Miles  ,1.22 Miles  ,,"4,050",Elmhurst,,24,2001,11373
Queens,24216 130th Ave,One Story - Permanent Living Quarter (A2),1.13 Miles  ,0.53 Miles  ,,"3,640",Rosedale,,29,1930,11422
Bronx,3291 Hull Ave,Over Six Families without Stores (C1),0.37 Miles  ,1.49 Miles  ,,"5,000",Norwood,,10,1930,10467
Queens,1321 127th St,Two Family Frame (B2),0.37 Miles  ,1.77 Miles  ,,"1,921",College Point,,25,1940,11356
Queens,13857 230th Pl,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.35 Miles  ,1.81 Miles  ,,"3,217",Laurelton,,29,1930,11413
Manhattan,3647 Broadway,Elevator Apartment - Fireproof with Stores (D6),0.54 Miles  ,0.22 Miles  ,,"15,000",Harlem,,6,1917,10031
Queens,11540-11642 Marsden St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.46 Miles  ,0.59 Miles  ,,"2,851",Jamaica,,28,2002,11434
Queens,22315 133rd Ave,One Story - Permanent Living Quarter (A2),1.05 Miles  ,1.57 Miles  ,,"3,024",Laurelton,,29,1920,11413
Queens,3155 12th St,Two Family Frame (B2),0.25 Miles  ,0.96 Miles  ,,"2,000",South Astoria,,30,1925,11106
Queens,11731 199th St,One Family Attached or Semi-Detached (A5),0.13 Miles  ,1.50 Miles  ,,"1,786",Saint Albans,,29,1945,11412
Queens,9614 34th Ave,Two Family Frame (B2),0.51 Miles  ,0.24 Miles  ,,"2,500",Corona,,30,1930,11368
Queens,8314 Homelawn St,Two Family Brick (B1),0.80 Miles  ,0.70 Miles  ,,"3,269",Jamaica Hills,,29,1997,11432
Queens,9013 Holland Ave,Two Family Frame (B2),1.33 Miles  ,0.15 Miles  ,,"1,269",Rockaway Beach,,27,2001,11693
Queens,19354 Williamson Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.56 Miles  ,1.34 Miles  ,,"3,880",Springfield Gardens,,29,1950,11413
Queens,9211 52nd Ave,Three Families (C0),0.47 Miles  ,0.36 Miles  ,,"2,506",Elmhurst,,24,1920,11373
Queens,13364 244th St,One Story - Permanent Living Quarter (A2),0.80 Miles  ,0.49 Miles  ,,"3,000",Rosedale,,29,1910,11422
Brooklyn,327 Pulaski St,Two Family Brick (B1),0.06 Miles  ,0.46 Miles  ,,"2,000",Bedford-Stuyvesant,,16,2002,11206
Queens,17221 Brocher Rd,Two Family Frame (B2),0.84 Miles  ,0.25 Miles  ,,"5,320",Jamaica,,28,1950,11434
Queens,13429 155th St,Two Family Frame (B2),0.78 Miles  ,0.68 Miles  ,,"4,000",Rochdale,,27,1950,11434
Queens,13804 175th St,Cape Cod (A0),0.67 Miles  ,0.67 Miles  ,,"4,060",Rochdale,,28,1945,11434
Queens,11824 233rd St,One Story - Permanent Living Quarter (A2),1.33 Miles  ,0.56 Miles  ,,"4,400",Cambria Heights,,29,1945,11411
Queens,1337 MC Bride St,Two Family Frame (B2),0.00 Miles  ,0.46 Miles  ,,"8,306",Far Rockaway,,27,1915,11691
Queens,2150 44th Dr,Multi-Story Retail Building (2 or More) (K2),0.35 Miles  ,1.13 Miles  ,,"1,500",Hunters Point,,30,1931,11101
Queens,11461 174th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.32 Miles  ,0.75 Miles  ,,"4,000",Saint Albans,,29,1935,11434
Brooklyn,10115 Avenue K,Two Family Brick (B1),0.56 Miles  ,0.68 Miles  ,,"1,927",Canarsie,,18,1955,11236
Queens,1131 Waterview St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",1.36 Miles  ,0.94 Miles  ,,"4,200",Far Rockaway,,27,1950,11691
Queens,14826 Huxley St,One Story - Permanent Living Quarter (A2),0.64 Miles  ,0.61 Miles  ,,"4,000",Rosedale,,29,1955,11422
Manhattan,270 Seaman Ave,Elevator Apartments Cooperatives Building (Other than Condominiums) (XD4),0.63 Miles  ,1.08 Miles  ,,"12,929",Inwood,,6,1926,10034
Queens,11127 38th Ave,Two Family Frame (B2),0.71 Miles  ,0.93 Miles  ,,"2,385",Corona,,24,1910,11368
Queens,6952 DE Costa Ave,Miscellaneous Two Family (B9),0.77 Miles  ,1.14 Miles  ,,"2,717",Arverne,,27,1950,11692
Queens,12805 140th St,Two Family Frame (B2),0.25 Miles  ,1.29 Miles  ,,"4,950",South Ozone Park,,27,1955,11436
Queens,15508 111th Ave,Two Family Frame (B2),0.69 Miles  ,1.08 Miles  ,,"3,456",Jamaica,,28,2000,11433
Queens,13330 130th Pl,Two Family Brick (B1),0.80 Miles  ,1.84 Miles  ,,"3,000",South Ozone Park,,27,1975,11420
Queens,11945 222nd St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.80 Miles  ,0.06 Miles  ,,"4,000",Cambria Heights,,29,1930,11411
Queens,14102 230th Pl,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.29 Miles  ,1.77 Miles  ,,"3,142",Laurelton,,29,1935,11413
Queens,16801 Foch Blvd,One Story - Permanent Living Quarter (A2),0.51 Miles  ,0.42 Miles  ,,"2,300",Jamaica,,28,1935,11434
Queens,3254 82nd St,Two Family Brick (B1),0.01 Miles  ,0.51 Miles  ,,"2,500",East Elmhurst,,30,1920,11370
Queens,5757 78th St,Three Families (C0),0.63 Miles  ,1.38 Miles  ,,"2,800",Middle Village,,24,1960,11379
Queens,1214 College Point Blvd,Two Family Brick (B1),0.17 Miles  ,0.08 Miles  ,,"3,190",College Point,,25,1960,11356
Queens,17805 133rd Ave,Cape Cod (A0),0.97 Miles  ,0.64 Miles  ,,"3,160",Springfield Gardens,,29,1950,11434
Brooklyn,1120 E 87th St,Two Family Frame (B2),0.78 Miles  ,0.90 Miles  ,,"2,753",Canarsie,,18,1997,11236
Queens,14430 159th St,Two Family Converted from One Family (B3),1.01 Miles  ,1.05 Miles  ,,"2,200",Springfield Gardens,,29,1920,11434
Queens,13820 225th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.66 Miles  ,1.48 Miles  ,,"6,000",Laurelton,,29,1920,11413
Queens,11930 231st St,One Story - Permanent Living Quarter (A2),1.21 Miles  ,0.40 Miles  ,,"4,000",Cambria Heights,,29,1950,11411
Queens,10965 201st St,Two Family Converted from One Family (B3),0.69 Miles  ,1.74 Miles  ,,"4,000",Saint Albans,,29,1930,11412
Queens,11946 231st St,One Story - Permanent Living Quarter (A2),1.21 Miles  ,0.38 Miles  ,,"4,000",Cambria Heights,,29,1950,11411
Queens,14446 158th St,Two Family Converted from One Family (B3),0.99 Miles  ,1.04 Miles  ,,"2,145",Springfield Gardens,,29,1925,11434
Queens,145 Beach 128 St,Two Family Brick (B1),0.57 Miles  ,1.76 Miles  ,,"2,500",Belle Harbor,,27,1965,11694
Queens,1332 Trist Pl,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",1.53 Miles  ,0.96 Miles  ,,"2,912",Far Rockaway,,27,1960,11691
Queens,13021 229th St,One Family Attached or Semi-Detached (A5),1.17 Miles  ,0.04 Miles  ,,"2,100",Laurelton,,29,1930,11413
Queens,13252 58th Rd,Two Family Brick (B1),1.05 Miles  ,1.20 Miles  ,,"2,530",Queensboro Hill,,25,1940,11355
Brooklyn,4660 Bedford Ave #2,Outdoor Parking (RP),,,,,Sheepshead Bay,,1,,11235
Queens,1825-1828 Channel Rd,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",1.60 Miles  ,0.86 Miles  ,,"5,375",Broad Channel,,27,1920,11693
Queens,7140 72nd Pl,Two Family Frame (B2),0.46 Miles  ,0.78 Miles  ,,"2,308",Glendale,,24,1930,11385
Queens,25723 149th Rd,Two Family Converted from One Family (B3),0.94 Miles  ,1.07 Miles  ,,"3,920",Rosedale,,29,1950,11422
Queens,25520 148th Dr,Two Family Frame (B2),0.81 Miles  ,0.92 Miles  ,,"2,470",Rosedale,,29,1960,11422
Queens,194 Beach 27 St,Two Family Frame (B2),1.49 Miles  ,0.74 Miles  ,,"2,140",Far Rockaway,,27,2005,11691
Queens,10831 36th Ave,Two Family Converted from One Family (B3),0.67 Miles  ,0.85 Miles  ,,"2,600",Corona,,24,1910,11368
Queens,13508 231st St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.64 Miles  ,1.88 Miles  ,,"3,142",Laurelton,,29,1920,11413
Queens,323 126th St,One Family Attached or Semi-Detached (A5),0.64 Miles  ,0.34 Miles  ,,"2,500",College Point,,25,1960,11356
Queens,4157 73rd St,Two Family Frame (B2),0.52 Miles  ,1.11 Miles  ,,"2,800",Maspeth,,24,1920,11377
Brooklyn,1011 Dean St,Fireproof Warehouse (E1),0.38 Miles  ,0.83 Miles  ,,"2,145",Crown Heights,,17,2006,11238
Queens,13934 246th St,One Story - Permanent Living Quarter (A2),0.33 Miles  ,0.48 Miles  ,,"5,000",Rosedale,,29,1945,11422
Queens,13032 Springfield Blvd,One Family Attached or Semi-Detached (A5),0.60 Miles  ,1.32 Miles  ,,"2,080",Springfield Gardens,,29,1950,11413
Queens,12812 140th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.28 Miles  ,1.32 Miles  ,,"2,950",South Ozone Park,,27,1920,11436
Queens,25522 148th Dr,Two Family Frame (B2),0.81 Miles  ,0.93 Miles  ,,"2,755",Rosedale,,29,1960,11422
Queens,13034 219th St,One Story - Permanent Living Quarter (A2),0.72 Miles  ,1.45 Miles  ,,"4,000",Laurelton,,29,1945,11413
Queens,2345 204th St,Cape Cod (A0),0.86 Miles  ,1.51 Miles  ,,"4,320",Bay Terrace,,26,1950,11360
Queens,13419 134th Ave,Cape Cod (A0),0.60 Miles  ,1.63 Miles  ,,"4,000",South Ozone Park,,27,1945,11420
Brooklyn,207 Montrose Ave,Over Six Families without Stores (C1),0.48 Miles  ,1.30 Miles  ,,"2,500",Williamsburg,,14,2004,11206
Brooklyn,205 Montrose Ave,Over Six Families without Stores (C1),0.48 Miles  ,1.29 Miles  ,,"2,500",Williamsburg,,14,2004,11206
Manhattan,2182 3rd Ave,Elevator Apartment - Semi-Fireproof with Stores (D7),0.24 Miles  ,0.10 Miles  ,,"14,338",East Harlem,,4,2008,10035
Queens,24523 149th Ave,Two Family Frame (B2),0.74 Miles  ,0.75 Miles  ,,"4,000",Rosedale,,29,1960,11422
Queens,24535 149th Ave,Two Family Frame (B2),0.75 Miles  ,0.77 Miles  ,,"4,000",Rosedale,,29,1960,11422
Queens,4164 Little Neck Pkwy,Three Families (C0),0.30 Miles  ,1.62 Miles  ,,"3,570",Douglaston,,26,1975,11363
Brooklyn,1171 E 80th St,Primarily Four Family with One Store or Office (S4),0.86 Miles  ,1.15 Miles  ,,"5,236",Canarsie,,18,1940,11236
Brooklyn,5805 5th Ave,Single or Multiple Dwelling with Stores or Offices (S9),0.28 Miles  ,0.38 Miles  ,,"2,667",Sunset Park,,20,1931,11220
Queens,5153 Manilla St,Three Families (C0),0.24 Miles  ,0.93 Miles  ,,"3,000",Elmhurst,,24,1955,11373
Queens,22112 111th Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.73 Miles  ,1.36 Miles  ,,"2,349",Queens Village,,29,2005,11429
Queens,8318 Homelawn St,Two Family Brick (B1),0.80 Miles  ,0.69 Miles  ,,"3,892",Jamaica Hills,,29,1997,11432
Brooklyn,80 Winthrop St,Elevator Apartments Cooperatives Building (Other than Condominiums) (XD4),0.33 Miles  ,0.72 Miles  ,,"29,584",Prospect - Lefferts Gardens,,17,1927,11225
Queens,8907 55th Ave,Three Families (C0),0.25 Miles  ,0.59 Miles  ,,"2,003",Elmhurst,,24,1960,11373
Queens,325 125th St,Two Family Brick (B1),0.62 Miles  ,0.36 Miles  ,,"2,750",College Point,,25,2004,11356
Queens,16443 96th St,Two Family Frame (B2),0.19 Miles  ,0.35 Miles  ,,"4,000",Old Howard Beach,,27,1960,11414
Brooklyn,364 Highland Blvd,Two Family Frame (B2),0.57 Miles  ,0.95 Miles  ,,"3,755",East New York,,19,2002,11207
Queens,17757 Meadow Rd,Two Family Frame (B2),0.54 Miles  ,0.92 Miles  ,,"3,791",Springfield Gardens,,29,1999,11434
Queens,21615 132nd Rd,Two Family Frame (B2),0.76 Miles  ,1.27 Miles  ,,"4,550",Laurelton,,29,1920,11413
Queens,11540 Van Wyck Expy,Two Family Converted from One Family (B3),0.63 Miles  ,1.47 Miles  ,,"3,597",South Ozone Park,,27,1930,11420
Queens,13067 226th St,One Family Attached or Semi-Detached (A5),1.10 Miles  ,1.76 Miles  ,,"2,000",Laurelton,,29,1930,11413
Queens,2949 168th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.65 Miles  ,1.62 Miles  ,,"4,000",Murray Hill,,25,1940,11358
Queens,25910 147th Ave,One Family Attached or Semi-Detached (A5),0.76 Miles  ,0.96 Miles  ,,"3,420",Rosedale,,29,1960,11422
Queens,1015 Beach 9 St,Two Family Brick (B1),0.46 Miles  ,0.20 Miles  ,,"4,440",Far Rockaway,,27,1920,11691
Queens,13814 223rd St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.75 Miles  ,1.38 Miles  ,,"3,200",Laurelton,,29,1930,11413
Queens,17414 56th Ave,One Story - Permanent Living Quarter (A2),0.32 Miles  ,1.83 Miles  ,,"4,100",Auburndale,,26,1950,11365
Queens,8654 Winchester Blvd,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",1.02 Miles  ,0.37 Miles  ,,"2,785",Bellerose,,26,1940,11427
Queens,13028 Merrick Blvd,Auto Body/Collision or Auto Repair (G2),0.96 Miles  ,0.66 Miles  ,,"5,408",Springfield Gardens,,29,1931,11434
Queens,1135 127th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.38 Miles  ,1.81 Miles  ,,"2,500",College Point,,25,1950,11356
Queens,10204 164th Ave,One Story - Permanent Living Quarter (A2),0.31 Miles  ,0.27 Miles  ,,"2,240",Hamilton Beach,,27,1930,11414
Queens,7707 60th St,Three Families (C0),0.58 Miles  ,0.52 Miles  ,,"1,849",Glendale,,24,2001,11385
Queens,1434 132nd St,Two Family Frame (B2),0.59 Miles  ,1.65 Miles  ,,"2,900",College Point,,25,1910,11356
Queens,4347 194th St,Two Family Frame (B2),0.46 Miles  ,1.02 Miles  ,,"2,500",Auburndale,,26,1950,11358
Queens,21803 121st Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.60 Miles  ,1.72 Miles  ,,"4,000",Cambria Heights,,29,1945,11411
Queens,12215 Benton St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.61 Miles  ,1.01 Miles  ,,"7,650",Springfield Gardens,,29,1930,11413
Queens,14215 232nd St,One Family Attached or Semi-Detached (A5),0.15 Miles  ,0.02 Miles  ,,"2,000",Brookville,,29,1940,11413
Brooklyn,281 Cooper St,Miscellaneous Two Family (B9),0.29 Miles  ,0.82 Miles  ,,"1,700",Bushwick,,32,2005,11237
Brooklyn,268-270 Saratoga Ave,Multi-Story Retail Building (2 or More) (K2),0.26 Miles  ,0.40 Miles  ,,"20,000",Ocean Hill,,16,2005,11233
Brooklyn,404 6th Ave,Walk-up Cooperative Building (Other than Condominiums) (XC6),0.24 Miles  ,0.93 Miles  ,,"3,900",Park Slope,,15,1905,11215
Queens,11726 Francis Lewis Blvd,Two Family Converted from One Family (B3),0.49 Miles  ,1.86 Miles  ,,"5,088",Saint Albans,,29,1955,11411
Queens,4749 48th St,Two Family Brick (B1),0.43 Miles  ,0.98 Miles  ,,"1,900",Sunnyside,,24,1955,11377
Queens,338 Beach 48 St,Miscellaneous Two Family (B9),0.52 Miles  ,1.60 Miles  ,,"3,066",Far Rockaway,,27,1955,11691
Queens,25905 149th Ave,One Family Attached or Semi-Detached (A5),0.95 Miles  ,1.11 Miles  ,,"2,817",Rosedale,,29,1950,11422
Queens,16711 142nd Ave,Large Suburban Residence (A3),0.80 Miles  ,0.63 Miles  ,,"3,760",Rochdale,,28,1930,11434
Queens,13976 35th Ave #13,Indoor Parking (RG),,,,,Murray Hill,,1,,11354
Bronx,4311 Bronxwood Ave,Two Family Brick (B1),0.11 Miles  ,0.46 Miles  ,,"2,870",Wakefield,,11,1942,10466
Bronx,4309 Bronxwood Ave,Zoned Residential - Not Manhattan (V0),0.12 Miles  ,0.46 Miles  ,,"1,750",Wakefield,,11,,10466
Queens,16405 Northern Blvd,Predominant Retail with Other Uses (K4),0.58 Miles  ,1.29 Miles  ,,"3,372",Murray Hill,,25,1930,11358
Queens,2152 42nd St,Two Family Frame (B2),0.32 Miles  ,0.62 Miles  ,,"2,500",Ditmars - Steinway,,30,1910,11105
Queens,13073 228th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",1.09 Miles  ,1.85 Miles  ,,"3,200",Laurelton,,29,1930,11413
Queens,15510 111th Ave,Two Family Frame (B2),0.66 Miles  ,1.07 Miles  ,,"5,138",Jamaica,,28,2000,11433
Queens,453 Beach 140 St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",1.12 Miles  ,0.44 Miles  ,,"4,000",Belle Harbor,,27,1940,11694
Queens,4518 Smart St,Two Family Brick (B1),0.62 Miles  ,0.75 Miles  ,,"5,000",East Flushing,,25,2013,11355
Queens,15919 79th St,One Story - Permanent Living Quarter (A2),1.09 Miles  ,1.78 Miles  ,,"4,000",Rockwood Park,,27,1970,11414
Brooklyn,174 Avenue T,Garage - Residential Tax Class 1 (G0),0.50 Miles  ,0.98 Miles  ,,"2,220",Gravesend,,21,1931,11223
Queens,14345 230th St,One Story - Permanent Living Quarter (A2),0.35 Miles  ,1.78 Miles  ,,"8,040",Brookville,,29,1960,11413
Queens,10523 171st St,Two Family Frame (B2),0.58 Miles  ,0.52 Miles  ,,"4,000",Jamaica,,29,1999,11433
Queens,24130 Memphis Ave,Two Family Converted from One Family (B3),0.17 Miles  ,0.36 Miles  ,,"4,000",Rosedale,,29,1925,11422
Queens,2038 163rd St,Two Family Frame (B2),1.02 Miles  ,1.76 Miles  ,,"4,095",Whitestone,,25,1950,11357
Queens,2840 41st St,Three Families (C0),0.37 Miles  ,0.33 Miles  ,,"2,475",South Astoria,,30,1910,11103
Queens,3052 75th St,Two Family Brick (B1),0.42 Miles  ,0.89 Miles  ,,"2,200",East Elmhurst,,30,1955,11370
Queens,5155 Hillyer St,One Story - Permanent Living Quarter (A2),0.34 Miles  ,1.03 Miles  ,,"2,142",Elmhurst,,24,1940,11373
Queens,2522 14th Pl,Five to Six Families (C2),0.55 Miles  ,0.72 Miles  ,,"2,175",Old Astoria,,30,2002,11102
Queens,21902 Horace Harding Expy,Gas Station with Retail Store (G3),0.13 Miles  ,0.94 Miles  ,,"12,150",Oakland Gardens,,26,1994,11364
Queens,13340 150th St,Gas Station with Retail Store (G3),0.52 Miles  ,1.08 Miles  ,,"18,379",South Ozone Park,,27,1949,11436
Queens,14903 N Conduit Ave,Zoned Residential - Not Manhattan (V0),0.52 Miles  ,1.11 Miles  ,,"2,654",South Ozone Park,,27,,11436
Queens,2547 96th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.19 Miles  ,0.43 Miles  ,,"3,860",East Elmhurst,,30,1955,11369
Queens,11630 166th St,Two Family Converted from One Family (B3),0.51 Miles  ,0.47 Miles  ,,"3,800",Jamaica,,28,1925,11434
Queens,2533 Far Rockaway Blvd,Miscellaneous Two Family (B9),1.43 Miles  ,0.69 Miles  ,,"3,950",Far Rockaway,,27,1950,11691
